"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","857","UpdateFranchise - city is numeric","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","UpdateFranchise"
"Validates GET /v1/inventory/model with dynamic parameters - Positive Test","499","GetModelList - Validate nested make object is returned with all default fields","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_positive.InventoryService.DynamicResponsePositive","Autochek_API_Automation","autochek_api_positive.InventoryService.DynamicResponsePositive","GetModelList"
"Get Offer Details by OfferID","401","GetOffersByIdNegative - offer_id with very short string","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetOffersByIdNegative"
"Update Car and Validate Response","897","PutUpdateCar - license_plate as null","API_Regression_Suite","2026-03-18","failed","2026-03-18","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","Autochek_API_Automation","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","PutUpdateCar"
"Update Car and Validate Response","397","PutUpdateCar - is_upgraded as null","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","Autochek_API_Automation","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","PutUpdateCar"
"","800","UpdateFranchise - account_name is null","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","UpdateFranchise"
"","1211","PostUserSignUpV2 - Verify signup with country = GH","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_positive.UserService.UserServiceV2","Autochek_API_Automation","autochek_api_positive.UserService.UserServiceV2","PostUserSignUpV2"
"Submit Loan Customer Preferences","393","SubmitLoanPreferencesNegative - monthlyPayment zero","API_Regression_Suite","2026-03-18","failed","2026-03-18","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Validates GET /v1/origination/offers/{offer_Id}/loan-document with dynamic parameters - Negative Test","399","GetLoanDocumentsByOfferIdNegative - offer_id in base64 encoded format","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetLoanDocumentsByOfferIdNegative"
"","1389","CreateFranchise - longitude is empty","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","CreateFranchise"
"Create Car and Validate Response","1792","CreateCar - Verify car creation with latest year 2025","API_Regression_Suite","2026-03-18","broken","2026-03-18","autochek_api_positive.DetachTyreSpecification.DetachTyreSpecificationPositive","Autochek_API_Automation","autochek_api_positive.DetachTyreSpecification.DetachTyreSpecificationPositive","CreateCar"
"Update Car and Validate Response","609","PutUpdateCar - created_by as null","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","Autochek_API_Automation","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","PutUpdateCar"
"Get Offer Details by LoanID","422","GetOffersByLoanIdNegative - Send loan_id as random alphanumeric invalid format","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetOffersByLoanIdNegative"
"","369","UpdateFranchise - name is null","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","UpdateFranchise"
"Validates GET /v1/inspection with dynamic parameters - Negative Test","905","GetInspectionNegative - Pass excluded field with special char","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetInspectionNegative"
