"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validates GET /v1/inventory/body_type with dynamic parameters - Negative Test","0","GetBodyTypeNegative - Pass duplicate field values","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetBodyTypeNegative"
"Submit Loan Customer Preferences","454","SubmitLoanPreferencesNegative - tyreQuantity null","API_Regression_Suite","2026-03-11","failed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Submit Loan Customer Preferences","327","SubmitLoanPreferencesNegative - upfrontMaintenancePlan blank","API_Regression_Suite","2026-03-11","failed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Validates GET /v1/origination/offers/{offer_Id}/loan-document with dynamic parameters - Negative Test","0","GetLoanDocumentsByOfferIdNegative - offer_id in base64 encoded format","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetLoanDocumentsByOfferIdNegative"
"Validates GET /v1/inventory/model with dynamic parameters - Positive Test","1","GetModelList - Validate nested make object is returned with all default fields","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_positive.InventoryService.DynamicResponsePositive","Autochek_API_Automation","autochek_api_positive.InventoryService.DynamicResponsePositive","GetModelList"
"Submit Loan Customer Preferences","326","SubmitLoanPreferencesNegative - upfrontVehicleRegistration string instead boolean","API_Regression_Suite","2026-03-11","failed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Validates GET /v1/inventory/trims with dynamic parameters - Positive Test","0","GetTrims - Validate only name are returned","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_positive.InventoryService.DynamicResponsePositive","Autochek_API_Automation","autochek_api_positive.InventoryService.DynamicResponsePositive","GetTrims"
"","353","submitLoanPreference - Interest rate type Fixed rate","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_positive.OfferSimulation.OfferSimulationPositive","Autochek_API_Automation","autochek_api_positive.OfferSimulation.OfferSimulationPositive","submitLoanPreference"
"Negative test for Create System Config V2","0","PostSystemConfigV2 - Update maximum concurrent sessions to 2","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostSystemConfigV2"
"Create Car and Validate Response","0","CreateCar - Verify car creation with is_draft = true","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_positive.DetachTyreSpecification.DetachTyreSpecificationPositive","Autochek_API_Automation","autochek_api_positive.DetachTyreSpecification.DetachTyreSpecificationPositive","CreateCar"
"Negative test for Create System Config V2","0","PostSystemConfigV2 - MIN_LENGTH empty","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostSystemConfigV2"
"Validates GET /v2/origination/loans with dynamic parameters - Positive Test","1","GetLoansList - country is KE","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_positive.OriginationService.ResponsePayloadReductionV2APIs","Autochek_API_Automation","autochek_api_positive.OriginationService.ResponsePayloadReductionV2APIs","GetLoansList"
"","0","UpdateFranchise - account_bvn object","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","UpdateFranchise"
"Validates GET /v1/origination/offers/{offer_Id}/loan-document with dynamic parameters - Negative Test","0","GetLoanDocumentsByOfferIdNegative - offer_id with only special characters","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetLoanDocumentsByOfferIdNegative"
"","0","CreateFranchise - is_anchor = null","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","CreateFranchise"
"Validates GET /v1/inventory/body_type with dynamic parameters - Negative Test","1","GetBodyTypeNegative - Pass empty fields param","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetBodyTypeNegative"
"Update System Config dynamically for PASSWORD_POLICY or USER_SESSION","1","PatchSystemConfigV2 - REQUIRE_UPPERCASE empty value","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PatchSystemConfigV2"
"Update System Config dynamically for PASSWORD_POLICY or USER_SESSION","0","PatchSystemConfigV2 - REQUIRE_NUMBER zero value","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PatchSystemConfigV2"
"Update System Config dynamically for PASSWORD_POLICY or USER_SESSION","0","PatchSystemConfigV2 - MAX_CONCURRENT_SESSIONS SQL injection attempt","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PatchSystemConfigV2"
"Validates GET /v2/origination/loans/{loan_id}/accepted-offer - Negative Test","0","GetAcceptedOfferByLoanIdNegative - Send offer_id as empty string","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetAcceptedOfferByLoanIdNegative"
"","0","PostLookUpV2Negative - Identifier contains letters in phone number","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostLookUpV2Negative"
"","0","UpdateFranchise - account_number too short","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","UpdateFranchise"
