"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Create Inspection for the carID generated in Car Creation","0","PostCreateInspection - Too short car_id","API_Regression_Suite","2026-03-25","skipped","2026-03-25","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","Autochek_API_Automation","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","PostCreateInspection"
"","441","UpdateFranchise - city ID is a negative number","API_Regression_Suite","2026-03-25","passed","2026-03-25","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","UpdateFranchise"
"Validates GET /v1/inventory/model with dynamic parameters - Negative Test","1","GetModelListNegative - Pass unrelated entity field","API_Regression_Suite","2026-03-25","skipped","2026-03-25","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetModelListNegative"
"Validates GET /v1/inventory/make with dynamic fields filtering - Positive Test","0","GetMake - Verify response returns only name, imageUrl fields (exclude id)","API_Regression_Suite","2026-03-25","skipped","2026-03-25","autochek_api_positive.InventoryService.DynamicResponsePositive","Autochek_API_Automation","autochek_api_positive.InventoryService.DynamicResponsePositive","GetMake"
"","455","UpdateFranchise - display_address whitespace only","API_Regression_Suite","2026-03-25","passed","2026-03-25","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","UpdateFranchise"
"","439","UpdateFranchise - onboarding_source is object","API_Regression_Suite","2026-03-25","passed","2026-03-25","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","UpdateFranchise"
"Update System Config dynamically for PASSWORD_POLICY or USER_SESSION","0","PatchSystemConfigV2 - REQUIRE_UPPERCASE empty value","API_Regression_Suite","2026-03-25","skipped","2026-03-25","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PatchSystemConfigV2"
"Validates GET /v1/inventory/body_type with dynamic parameters - Negative Test","0","GetBodyTypeNegative - Pass boolean instead of string","API_Regression_Suite","2026-03-25","skipped","2026-03-25","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetBodyTypeNegative"
"","414","CreateFranchise - name is empty string","API_Regression_Suite","2026-03-25","passed","2026-03-25","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","CreateFranchise"
"Submit Loan Customer Preferences","400","SubmitLoanPreferencesNegative - includeLicenceRenewalFees boolean false","API_Regression_Suite","2026-03-25","failed","2026-03-25","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"","1","PatchUpdatePasswordV2Negative - XSS payload in password","API_Regression_Suite","2026-03-25","skipped","2026-03-25","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PatchUpdatePasswordV2Negative"
"Submit Loan Customer Preferences","396","SubmitLoanPreferencesNegative - Include Roadworthiness Fees numeric instead of Yes/No","API_Regression_Suite","2026-03-25","failed","2026-03-25","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Validates GET /v2/origination/loans/{loan_id}/accepted-offer - Negative Test","495","GetAcceptedOfferByLoanIdNegative - SQL injection with DROP statement","API_Regression_Suite","2026-03-25","passed","2026-03-25","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetAcceptedOfferByLoanIdNegative"
"","1","GetTyreSpecsAfterUpdateCar","API_Regression_Suite","2026-03-25","skipped","2026-03-25","autochek_api_positive.DetachTyreSpecification.DetachTyreSpecificationPositive","Autochek_API_Automation","autochek_api_positive.DetachTyreSpecification.DetachTyreSpecificationPositive","GetTyreSpecsAfterUpdateCar"
"Submit Loan Customer Preferences","401","SubmitLoanPreferencesNegative - upfrontInsurance XSS attack","API_Regression_Suite","2026-03-25","failed","2026-03-25","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Submit Loan Customer Preferences","400","SubmitLoanPreferencesNegative - includeLicenceRenewalFees boolean true","API_Regression_Suite","2026-03-25","failed","2026-03-25","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Get Offer Details by LoanID","493","GetOffersByLoanIdNegative - Send loan_id as null","API_Regression_Suite","2026-03-25","passed","2026-03-25","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetOffersByLoanIdNegative"
"","941","UpdateFranchise - address too long (256+)","API_Regression_Suite","2026-03-25","passed","2026-03-25","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","UpdateFranchise"
"Update Car and Validate Response","1","PutUpdateCar - engine_number as empty","API_Regression_Suite","2026-03-25","skipped","2026-03-25","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","Autochek_API_Automation","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","PutUpdateCar"
"","0","UpdatePasswordShouldLogoutAllSessions","API_Regression_Suite","2026-03-25","skipped","2026-03-25","autochek_api_positive.UserService.UserServiceV2","Autochek_API_Automation","autochek_api_positive.UserService.UserServiceV2","UpdatePasswordShouldLogoutAllSessions"
